"PassengerId","Family_name","first_name","Sex","Survived","Age","Ticket_class","Passenger.Crew","Citizenship","Position","Status","City","Lifeboat","Rescue.Vessel","Adult.Minor"
438,"Chapman","William Henry (Ellen Elizabeth Nottingham)","female","yes",59,"Saloon","Passenger","British","","Married","Toronto","","","Adult"
439,"Charles","Joseph Henry","male","yes",48,"Saloon","Passenger","British","","Married","Toronto","","","Adult"
440,"Charles","Doris Maud","female","yes",21,"Saloon","Passenger","British","","Single","Toronto","","","Adult"
441,"Clarke","Charles Cowley","male","yes",64,"Saloon","Passenger","British","","","Clifton","Found Lifeboat","Found by Rescue Vessel","Adult"
442,"Clarke","Alfred Russell","male","yes",55,"Saloon","Passenger","British","","Married","Toronto","","","Adult"
443,"Colebrook","Herbert Gladstone","male","yes",35,"Saloon","Passenger","British","","","Toronto","","","Adult"
444,"Conner","Dorothy","female","yes",25,"Saloon","Passenger","USA","","Single","Medford","","Found by Rescue Vessel","Adult"
445,"Copping","George Robert","male","no",53,"Saloon","Passenger","British","","Married","Toronto","","","Adult"
446,"Copping","George Robert (Emma Louisa Black)","female","no",53,"Saloon","Passenger","British","","Married","Toronto","","","Adult"
447,"Crichton","William C. (Mabel Gardner)","female","no",42,"Saloon","Passenger","USA","","Married","London","","","Adult"
448,"Crompton","Paul","male","no",44,"Saloon","Passenger","British","","Married","Philadephia","","","Adult"
449,"Crompton","Peter Romilly","male","no",9,"Saloon","Passenger","British","","Single","Philadephia","","","Infant"
450,"Crompton","John David","male","no",6,"Saloon","Passenger","British","","Single","Philadephia","","","Minor"
451,"Crompton","Paul Romilly","male","no",9,"Saloon","Passenger","British","","Single","Philadephia","","","Minor"
452,"Crompton","Stephen Hugh","male","no",14,"Saloon","Passenger","British","","Single","Philadephia","","","Minor"
453,"Crompton","Paul (Gladys Mary Salis-Schawbe)","female","no",37,"Saloon","Passenger","British","","Married","Philadephia","","","Adult"
454,"Crompton","Catherine Mary","female","no",10,"Saloon","Passenger","British","","Single","Philadephia","","","Minor"
455,"Crompton","Alberta","female","no",12,"Saloon","Passenger","British","","Single","Philadephia","","","Minor"
456,"Crooks","Robert Williams","male","no",39,"Saloon","Passenger","British","","","Toronto","","","Adult"
457,"Cross","Ambrose Betham","male","yes",38,"Saloon","Passenger","British","","","","","","Adult"
458,"Daly","Harold Mayne","male","yes",35,"Saloon","Passenger","British","","","Vancouver","","","Adult"
459,"Davis","Emily (maid to the Allans)","female","yes",NA,"Saloon","Passenger","British","","Single","Montreal","","Found by Rescue Vessel","Adult"
460,"Dearbergh","Robert Edward","male","no",48,"Saloon","Passenger","British","","","New York","","","Adult"
461,"Denyer","Ronald (valet to Mr. Vanderbilt)","male","no",30,"Saloon","Passenger","USA","","","New York","","","Adult"
462,"Depage","Antoine (Marie Picard)","female","no",43,"Saloon","Passenger","Belgian","","Married","Brussells","","","Adult"
463,"Dingwall","Charles Arthur","male","no",62,"Saloon","Passenger","British","","","London","","","Adult"
464,"Dougall","Catherine","female","no",24,"Saloon","Passenger","British","","Single","Quebec","","","Adult"
465,"Drake","Bernard Audley Mervyn","male","no",23,"Saloon","Passenger","British","","","Detriot","","","Adult"
466,"Dredge","Joseph Allan","male","no",43,"Saloon","Passenger","British","","Married","Belize","","","Adult"
467,"Dredge","Joseph Allan (Evelyn)","female","no",39,"Saloon","Passenger","British","","Married","Belize","","","Adult"
468,"Dunsmuir","James A., Jr.","male","no",21,"Saloon","Passenger","British","","","Toronto","","","Adult"
469,"Emond","Walter Alfred","male","no",46,"Saloon","Passenger","British","","","Quebec","","","Adult"
470,"Fenwick","John","male","no",44,"Saloon","Passenger","nan","","","","","","Adult"
471,"Fisher","Howard Lowrie","male","yes",49,"Saloon","Passenger","USA","","Married","Washington","","Found by Rescue Vessel","Adult"
472,"Forman","Justus Miles","male","no",39,"Saloon","Passenger","USA","","Single","New York","","","Adult"
473,"Fowles","Charles Frederick","male","no",49,"Saloon","Passenger","British","","Married","New York","","","Adult"
474,"Fowles","Charles Frederick (Frances May Turner)","female","no",47,"Saloon","Passenger","British","","Married","New York","","","Adult"
475,"Freeman","Richard Rich, Jr.","male","no",28,"Saloon","Passenger","USA","","Single","Boston","","","Adult"
476,"Friedenstein","Joseph","male","no",48,"Saloon","Passenger","British","","","London","","","Adult"
477,"Friend","Edwin William","male","no",28,"Saloon","Passenger","USA","","Married","Farmington","","","Adult"
478,"Frohman","Charles","male","no",58,"Saloon","Passenger","USA","","Single","New York","","","Adult"
479,"Gauntlett","Frederic John","male","yes",45,"Saloon","Passenger","USA","","","Washington","","Found by Rescue Vessel","Adult"
480,"Gibson","Matthew Orr","male","no",48,"Saloon","Passenger","British","","","Glasgow","","","Adult"
481,"Gilpin","George Arthur","male","no",47,"Saloon","Passenger","British","","","London","","","Adult"
482,"Gorer","Edgar Ezekiel","male","no",43,"Saloon","Passenger","British","","","London","","","Adult"
483,"Grab","Oscar Frederick","male","yes",28,"Saloon","Passenger","USA","","","New York","","","Adult"
484,"Grant","Montagu Tassell","male","no",47,"Saloon","Passenger","British","","Married","Chicago","","","Adult"
485,"Grant","Montagu Tassell (Chastina Janet Moore)","female","no",43,"Saloon","Passenger","British","","Married","Chicago","","","Adult"
486,"Hammond","Ogden Haggerty","male","yes",46,"Saloon","Passenger","USA","","Married","Bernardsville and New York","Found Lifeboat","Found by Rescue Vessel","Adult"
487,"Hammond","Ogden Haggerty (Mary Picton Stevens)","female","no",29,"Saloon","Passenger","USA","","Married","Bernardsville and New York","Found Lifeboat","","Adult"
488,"Hammond","Frederick Sydney","male","no",29,"Saloon","Passenger","British","","Married","Toronto","","","Adult"
489,"Hammond","Frederick Sydney (Kathleen Saunders McParland)","female","yes",29,"Saloon","Passenger","British","","Married","Toronto","","","Adult"
490,"Hardwick","Charles Cheever","male","yes",49,"Saloon","Passenger","USA","","","New York","Found Lifeboat","Found by Rescue Vessel","Adult"
491,"Harper","John Henry","male","no",55,"Saloon","Passenger","British","","Married","Redditch","","","Adult"
492,"Harris","Dwight Carlton","male","yes",31,"Saloon","Passenger","USA","","","New York","Found Lifeboat","Found by Rescue Vessel","Adult"
493,"Hawkins","Frederick William","male","no",33,"Saloon","Passenger","British","","","Winnipeg","","","Adult"
494,"Hickson","Kathryn","female","no",57,"Saloon","Passenger","USA","","Single","New York","","","Adult"
495,"Hill","Charles Tilden","male","yes",38,"Saloon","Passenger","USA","","Married","London","Found Lifeboat","Found by Rescue Vessel","Adult"
496,"Hodges","William Sterling","male","no",33,"Saloon","Passenger","USA","","Married","Philadephia","","","Adult"
497,"Hodges","Dean Winston","male","no",5,"Saloon","Passenger","USA","","Single","Philadephia","","","Minor"
498,"Hodges","William Sterling, Jr.","male","no",8,"Saloon","Passenger","USA","","Single","Philadephia","","","Minor"
499,"Hodges","William Sterling (Sarah Grisemer)","female","no",35,"Saloon","Passenger","USA","","Married","Philadephia","","","Adult"
500,"Holt","William Robert Grattan","male","yes",15,"Saloon","Passenger","British","","Single","Montreal","","","Minor"
501,"Home","Thomas","male","yes",50,"Saloon","Passenger","British","","Married","Toronto","","","Adult"
502,"Hopkins","Albert Lloyd","male","no",44,"Saloon","Passenger","USA","","Married","New York","","","Adult"
503,"Houghton","James Tilley","male","yes",29,"Saloon","Passenger","USA","","Married","Troy","","Found by Rescue Vessel","Adult"
504,"Hubbard","Elbert Green","male","no",58,"Saloon","Passenger","USA","","Married","East Aurora","","","Adult"
505,"Hubbard","Elbert Green (Alice Moore)","female","no",53,"Saloon","Passenger","USA","","Married","East Aurora","","","Adult"
506,"Hurley","Margaret (maid to the Learoyds)","female","yes",25,"Saloon","Passenger","British","","Single","Sydney","","","Adult"
507,"Hutchinson","Phyllis","female","no",24,"Saloon","Passenger","British","","Single","Cheshire","","","Adult"
508,"Jacobaeus","Sigurd Anton","male","no",55,"Saloon","Passenger","Swedish","","","","","","Adult"
509,"Jeffery","Charles Thomas","male","yes",39,"Saloon","Passenger","USA","","","Kenosha","","","Adult"
510,"Jenkins","Francis Bertram","male","yes",29,"Saloon","Passenger","British","","Married","Chicago","","","Adult"
511,"Jolivet","Marguerite ""Rita"" Lucile","female","yes",25,"Saloon","Passenger","French","","Single","Paris","","Found by Rescue Vessel","Adult"
512,"Jones","Margaret Druller","female","no",44,"Saloon","Passenger","British","","Single","Honolulu","","","Adult"
513,"Keeble","Wilfrid R.","male","yes",31,"Saloon","Passenger","British","","Married","Toronto","","","Adult"
514,"Keeble","Wilfrid R. (Fannie Maud Goldsbrough)","female","yes",32,"Saloon","Passenger","British","","Married","Toronto","","","Adult"
515,"Kellett","Francis Cranston","male","no",47,"Saloon","Passenger","USA","","","Tuckahoe","","","Adult"
516,"Kempson","Maitland","male","yes",55,"Saloon","Passenger","British","","","Toronto","","","Adult"
517,"Kenan","Owen Hill","male","yes",42,"Saloon","Passenger","USA","","","Wilmington","","","Adult"
518,"Kennedy","Caroline ""Carrie"" (Caroline Hickson)","female","no",53,"Saloon","Passenger","USA","","Widowed","New York","","","Adult"
519,"Keser","Harry J.","male","no",41,"Saloon","Passenger","USA","","Married","Philadephia","","","Adult"
520,"Keser","Harry J. (Mary Bringhurst Floyd)","female","no",50,"Saloon","Passenger","USA","","Married","Philadephia","","","Adult"
521,"Kessler","George A.","male","yes",52,"Saloon","Passenger","USA","","Married","New York","","Found by Rescue Vessel","Adult"
522,"King","Thomas Boyce","male","no",49,"Saloon","Passenger","USA","","","Rye","","","Adult"
523,"Klein","Charles","male","no",48,"Saloon","Passenger","British","","Married","London","","","Adult"
524,"Knight","Charles Harwood","male","no",39,"Saloon","Passenger","USA","","","Baltimore","","","Adult"
525,"Knight","Elaine Harwood","female","no",42,"Saloon","Passenger","USA","","","Baltimore","","","Adult"
526,"Knox","Samuel McIlhenny","male","yes",57,"Saloon","Passenger","USA","","Married","Philadephia","","Found by Rescue Vessel","Adult"
527,"Lane","Hugh Percy","male","no",39,"Saloon","Passenger","British","","Married","Dublin","","","Adult"
528,"Lassetter","Frederick Macquarie A. (Antill?)","male","yes",22,"Saloon","Passenger","British","","Single","Sydney    ","","Found by Rescue Vessel","Adult"
529,"Lassetter","Harry Beauchamp (Elisabeth Anne Antill)","female","yes",43,"Saloon","Passenger","British","","Married","Sydney    ","","Found by Rescue Vessel","Adult"
530,"Lauriat","Charles Emelius, Jr.","male","yes",40,"Saloon","Passenger","USA","","Married","Boston","","Found by Rescue Vessel","Adult"
531,"Learoyd","Charles Alfred","male","no",47,"Saloon","Passenger","British","","Married","Sydney","","","Adult"
532,"Learoyd","Charles Alfred (Mabel Kate Symonds)","female","yes",41,"Saloon","Passenger","British","","Married","Sydney","","","Adult"
533,"Leary","James Joseph","male","yes",35,"Saloon","Passenger","USA","","","Brooklyn","","Found by Rescue Vessel","Adult"
534,"Lehmann","Isaac","male","yes",36,"Saloon","Passenger","USA","","","New York","Found Lifeboat","Found by Rescue Vessel","Adult"
535,"Leigh","Evan Arthur","male","no",65,"Saloon","Passenger","British","","","Liverpool","","","Adult"
536,"Letts","Gerald Arthur","male","no",45,"Saloon","Passenger","British","","Married","New York","","","Adult"
537,"Levinson","Joseph, Jr.","male","yes",36,"Saloon","Passenger","British","","","","Found Lifeboat","","Adult"
538,"Lewin","Frederick Guy","male","no",45,"Saloon","Passenger","British","","Married","","","","Adult"
539,"Lines","Alice Maud (nurse to the Pearls)","female","yes",18,"Saloon","Passenger","British","","Single","New York","Found Lifeboat","Found by Rescue Vessel","Adult"
540,"Lobb","Reginald Popham (Mary Beatrice Jackman)","female","yes",31,"Saloon","Passenger","British","","Married","","","","Adult"
541,"Lockhart","Reginald Raphael","male","yes",49,"Saloon","Passenger","British","","","Toronto","","","Adult"
542,"Loney","Virginia Bruce","female","yes",15,"Saloon","Passenger","USA","","Single","New York","Found Lifeboat","Found by Rescue Vessel","Minor"
543,"Loney","Allen Donnellan","male","no",43,"Saloon","Passenger","USA","","Married","New York","","","Adult"
544,"Loney","Allen Donnellan (Catharine Wolfe Brown)","female","no",37,"Saloon","Passenger","USA","","Married","New York","","","Adult"
545,"Lorenson","Greta (nurse to the Pearls)","female","no",23,"Saloon","Passenger","Danish","","Single","New York","","","Adult"
546,"Luck","Kenneth Field","male","no",8,"Saloon","Passenger","USA","","Single","Worcester","","","Minor"
547,"Luck","Elbridge Courtlandt","male","no",9,"Saloon","Passenger","USA","","Single","Worcester","","","Minor"
548,"Luck","Arthur Courtlandt (Charlotte Field)","female","no",34,"Saloon","Passenger","USA","","Married","Worcester","","","Adult"
549,"Macdona","Henry D. (Amelia Herbert)","female","no",59,"Saloon","Passenger","USA","","Widowed","New York","","","Adult"
550,"Mackworth","Humphrey (Margaret Haig Thomas)","female","yes",32,"Saloon","Passenger","British","","Married","Cardiff","","Found by Rescue Vessel","Adult"
551,"Maclennan","Frederick Ebenezer","male","no",44,"Saloon","Passenger","British","","","Glasgow","","","Adult"
552,"Mason","Stewart Southam","male","no",30,"Saloon","Passenger","British","","Married","Ipswich","","","Adult"
553,"Mason","Stewart Southam (Leslie Hawthorne Lindsey)","female","no",28,"Saloon","Passenger","USA","","Married","Boston","","","Adult"
554,"Mathews","Arthur Thomas","male","yes",38,"Saloon","Passenger","British","","","Montreal","","","Adult"
555,"Maturin","Basil William","male","no",68,"Saloon","Passenger","British","","Single","Holywell Oxford","","","Adult"
556,"Maurice","George Solomon","male","no",43,"Saloon","Passenger","British","","","London","","","Adult"
557,"Mcconnel","John Wanklyn","male","yes",60,"Saloon","Passenger","British","","Married","Manchester","","","Adult"
558,"Mclean","Walter","male","no",38,"Saloon","Passenger","British","","","","","","Adult"
559,"Mcmurray","Leonard Leathes","male","yes",48,"Saloon","Passenger","British","","","Toronto","","","Adult"
560,"Mcmurtry","Frederick Archibald","male","no",45,"Saloon","Passenger","British","","","New York","","","Adult"
561,"Medbury","Maurice Benjamin","male","no",50,"Saloon","Passenger","USA","","","New York","","","Adult"
562,"Miller","James Blaine","male","no",32,"Saloon","Passenger","USA","","","Washington","","","Adult"
563,"Mills","Charles Veitch","male","no",33,"Saloon","Passenger","USA","","Married","New Rochelle","","","Adult"
564,"Milne","Caroline (nurse to Master Stephens)","female","no",35,"Saloon","Passenger","British","","Single","Montreal","","","Adult"
565,"Mitchell","James Duncan","male","no",NA,"Saloon","Passenger","British","","","Philadelphia","","","Adult"
566,"Moodie","Ralph Troupe","male","no",NA,"Saloon","Passenger","British","","","Gainesville","","","Adult"
567,"Morell","Moses ""Max"" Samuel (Goldiana ""Georgina"" Ambler)","female","yes",76,"Saloon","Passenger","British","","Widowed","Toronto","","","Adult"
568,"Morrison","Kenneth John","male","no",48,"Saloon","Passenger","British","","","","","","Adult"
569,"Mosely","George Gordon","male","yes",29,"Saloon","Passenger","British","","","","","","Adult"
570,"Munro","Charles (Alexandra)","female","yes",NA,"Saloon","Passenger","nan","","","","","","Adult"
571,"Myers","Herman Abraham","male","no",44,"Saloon","Passenger","USA","","Married","New York","","","Adult"
572,"Myers","Joseph Laurence","male","yes",48,"Saloon","Passenger","USA","","Married","New York","","Found by Rescue Vessel","Adult"
573,"Naumann","Frank Gustavus","male","no",61,"Saloon","Passenger","British","","","Cranleigh","","","Adult"
574,"Nyblom","Gustaf Adolf","male","no",29,"Saloon","Passenger","Swedish","","","","","","Adult"
575,"Oberlin","Elise (maid to the Stephenses)","female","no",NA,"Saloon","Passenger","Swiss","","Single","Montreal","","","Adult"
576,"Orr-lewis","Frederick","male","yes",49,"Saloon","Passenger","British","","Married","Montreal","","","Adult"
577,"Osborne","Alexander B. (Alexandra Mary Bryson)","female","yes",49,"Saloon","Passenger","British","","","Hamilton","","","Adult"
578,"Osbourne","T. O. (Ella)","female","no",31,"Saloon","Passenger","British","","","Glasgow","","","Adult"
579,"Padilla","Frederico G.","male","no",34,"Saloon","Passenger","Mexican","","","Liverpool","","","Adult"
580,"Padley","Charles (Florence May Fry)","female","yes",23,"Saloon","Passenger","British","","","Vancouver","","","Adult"
581,"Page","John Harvey","male","no",40,"Saloon","Passenger","USA","","Married","New York","","","Adult"
582,"Pappadopoulo","Michael N.","male","no",43,"Saloon","Passenger","Greek","","Married","Athens","","","Adult"
583,"Pappadopoulo","Michael N. (Angela)","female","yes",32,"Saloon","Passenger","Greek","","Married","Athens","","","Adult"
584,"Partridge","Frank E.","male","yes",42,"Saloon","Passenger","British","","Married","London","","","Adult"
585,"Paynter","Charles Edwin","male","no",63,"Saloon","Passenger","British","","Married","Liverpool","","","Adult"
586,"Paynter","Irene Emily","female","yes",30,"Saloon","Passenger","British","","Single","Liverpool","","","Adult"
587,"Peardon","Franklin Arthur","male","no",35,"Saloon","Passenger","British","","","Toronto","","","Adult"
588,"Pearl","Stuart Duncan Day","male","yes",5,"Saloon","Passenger","USA","","Single","New York","Found Lifeboat","Found by Rescue Vessel","Minor"
589,"Pearl","Audrey Warren","female","yes",3,"Saloon","Passenger","USA","","Single","New York","Found Lifeboat","Found by Rescue Vessel","Infant"
590,"Pearl","Frederic ""Frank"" Warren","male","yes",46,"Saloon","Passenger","USA","","Married","New York","","Found by Rescue Vessel","Adult"
591,"Pearl","Frederic Warren (Amy Lea Duncan)","female","yes",34,"Saloon","Passenger","USA","","Married","New York","","Found by Rescue Vessel","Adult"
592,"Pearl","Susan Whitewright","female","no",1,"Saloon","Passenger","USA","","Single","New York","","","Infant"
593,"Pearl","Amy Whitewright Warren","female","no",2,"Saloon","Passenger","USA","","Single","New York","","","Minor"
594,"Pearson","Fred Stark","male","no",53,"Saloon","Passenger","USA","","Married","New York","","","Adult"
595,"Pearson","Fred Stark (Mabel Ward)","female","no",52,"Saloon","Passenger","USA","","Married","New York","","","Adult"
596,"Perkins","Edwin","male","no",41,"Saloon","Passenger","British","","","","","","Adult"
597,"Perry","Frederick John","male","yes",25,"Saloon","Passenger","British","","","Buffalo","","","Adult"
598,"Perry","Albert Norriss","male","no",26,"Saloon","Passenger","British","","","Buffalo","","","Adult"
599,"Phillips","Wallace Banta","male","yes",29,"Saloon","Passenger","USA","","Single","Brooklyn","Found Lifeboat","Found by Rescue Vessel","Adult"
600,"Pierpoint","William John","male","yes",51,"Saloon","Passenger","British","","Married","Liverpool","","","Adult"
601,"Pirie","Robinson","male","yes",59,"Saloon","Passenger","British","","Married","Hamilton","","","Adult"
602,"Plamondon","Charles Ambrose","male","no",59,"Saloon","Passenger","USA","","Married","Chicago","","","Adult"
603,"Plamondon","Charles Ambrose (Mary Letitia Mackin)","female","no",58,"Saloon","Passenger","USA","","Married","Chicago","","","Adult"
604,"Pollard","Henry","male","no",30,"Saloon","Passenger","British","","","Washington","","","Adult"
605,"Pope","Theodate (Effie Brooks Pope)","female","yes",48,"Saloon","Passenger","USA","","Single","Farmington","","Found by Rescue Vessel","Adult"
606,"Posen","Eugene Henry","male","yes",41,"Saloon","Passenger","British","","","New York","","","Adult"
607,"Powell","George A.","male","no",55,"Saloon","Passenger","British","","","Toronto","","","Adult"
608,"Rankin","Robert","male","yes",33,"Saloon","Passenger","USA","","Married","Ithaca","Found Lifeboat","Found by Rescue Vessel","Adult"
609,"Ratcliff","Norman Albert","male","yes",36,"Saloon","Passenger","British","","","Gillingham","","","Adult"
610,"Rhys-evans","Arnold Leslie (secretary to Mr. Thomas)","male","yes",23,"Saloon","Passenger","British","","","Cardiff","Found Lifeboat","Found by Rescue Vessel","Adult"
611,"Robinson","Charles E. H.","male","no",54,"Saloon","Passenger","USA","","Married","Philadephia","","","Adult"
612,"Robinson","Charles E. H. (Prudence Mary Rose)","female","no",59,"Saloon","Passenger","USA","","Married","Philadephia","","","Adult"
613,"Robinson","Miss Emily (maid to Miss Pope)","female","no",NA,"Saloon","Passenger","USA","","Single","Farmington","","","Adult"
614,"Rogers","Percy William","male","yes",46,"Saloon","Passenger","British","","","Toronto","Found Lifeboat","Found by Rescue Vessel","Adult"
615,"Rogers","Frank Albert","male","no",34,"Saloon","Passenger","British","","Married","Toronto","","","Adult"
616,"Rogers","Frank Albert (Agnes Bloor Hill)","female","no",NA,"Saloon","Passenger","British","","Married","Toronto","","","Adult"
617,"Rumble","Thomas Walter","male","no",27,"Saloon","Passenger","British","","","Toronto","","","Adult"
618,"Ryerson","Laura Mary","female","yes",23,"Saloon","Passenger","British","","","Toronto","Found Lifeboat","","Adult"
619,"Ryerson","George Sterling (Mary Amelia Crowther)","female","no",56,"Saloon","Passenger","British","","","Toronto","Found Lifeboat","","Adult"
620,"Schwabacher","Leo M.","male","no",43,"Saloon","Passenger","USA","","Divorced","Paris","","","Adult"
621,"Schwarcz","Max M.","male","no",51,"Saloon","Passenger","USA","","Widowed","New York","","","Adult"
622,"Schwarte","Friedrich Wilhelm August","male","yes",44,"Saloon","Passenger","British","","","New York","","","Adult"
623,"Scott","Alick John","male","no",29,"Saloon","Passenger","British","","","Manila","","","Adult"
624,"Seccombe","Percy W.","male","no",20,"Saloon","Passenger","USA","","Single","Petersborough","","","Adult"
625,"Seccombe","Elizabeth Ann","female","no",38,"Saloon","Passenger","British","","Single","Petersborough","","","Adult"
626,"Shields","Victor E.","male","no",45,"Saloon","Passenger","USA","","Married","Cincinnati","","","Adult"
627,"Shields","Victor E. (Retta Cohen)","female","no",44,"Saloon","Passenger","USA","","Married","Cincinnati","","","Adult"
628,"Shymer","Robert D. (Anne C. Justice Patterson)","female","no",36,"Saloon","Passenger","USA","","Married","New York","","","Adult"
629,"Silva","Thomas James","male","no",26,"Saloon","Passenger","USA","","","Thomasville","","","Adult"
630,"Slidell","M. Thomas","male","yes",41,"Saloon","Passenger","USA","","Married","New York","","","Adult"
631,"Slingsby","George (valet to Mr. Orr-Lewis)","male","yes",26,"Saloon","Passenger","British","","Single","Montreal","","","Adult"
632,"Smith","John W. (Jessie Taft)","female","yes",39,"Saloon","Passenger","USA","","Married","Braceville","Found Lifeboat","Found by Rescue Vessel","Adult"
633,"Sonneborn","Henry Becker","male","no",44,"Saloon","Passenger","USA","","Single","Paris","","","Adult"
634,"Stackhouse","Joseph Foster","male","no",41,"Saloon","Passenger","British","","Married","London","","","Adult"
635,"Stainton","William (valet to Mr. Frohman)","male","no",36,"Saloon","Passenger","USA","","Single","New York","","","Adult"
636,"Stephens","John Harrison Chattan","male","no",18,"Saloon","Passenger","British","","Single","Montreal","","","Infant"
637,"Stephens","George Washington (Frances Ramsey McIntosh)","female","no",64,"Saloon","Passenger","British","","Widowed","Montreal","","","Adult"
638,"Stewart","Duncan","male","no",52,"Saloon","Passenger","British","","","Montreal","","","Adult"
639,"Stone","Herbert Stuart","male","no",43,"Saloon","Passenger","USA","","Married","New York","","","Adult"
640,"Strauss","Julius","male","no",39,"Saloon","Passenger","British","","","Hamilton","","","Adult"
641,"Stuart","Alexander","male","no",NA,"Saloon","Passenger","British","","Married","Germiston","","","Adult"
642,"Sturdy","Charles Frederick","male","yes",38,"Saloon","Passenger","British","","","Montreal","","","Adult"
643,"Taylor","Richard Lionel","male","yes",31,"Saloon","Passenger","British","","","Montreal","","","Adult"
644,"Tesson","Frank B.","male","no",49,"Saloon","Passenger","USA","","Married","Philadephia","","","Adult"
645,"Tesson","Frank B. (Alice Lowe Atkins)","female","no",60,"Saloon","Passenger","USA","","Married","Philadephia","","","Adult"
646,"Thomas","David Alfred","male","yes",59,"Saloon","Passenger","British","","Married","Cardiff","Found Lifeboat","Found by Rescue Vessel","Adult"
647,"Thompson","Elbridge Blish","male","no",32,"Saloon","Passenger","USA","","Married","Seymour","","","Adult"
648,"Thompson","Elbridge Blish (Maude Robinson)","female","yes",32,"Saloon","Passenger","USA","","Married","Seymour","","Found by Rescue Vessel","Adult"
649,"Tiberghien","Georges","male","no",32,"Saloon","Passenger","French","","","","","","Adult"
650,"Timmis","Robert James","male","yes",51,"Saloon","Passenger","British","","","Gainesville","","","Adult"
651,"Tootal","Frederick Edward Owen","male","yes",39,"Saloon","Passenger","British","","","London","Found Lifeboat","","Adult"
652,"Townley","Ernest Ethelbert","male","yes",56,"Saloon","Passenger","British","","","Toronto","","","Adult"
653,"Trumbull","Isaac B.","male","no",38,"Saloon","Passenger","USA","","","Bridgeport","","","Adult"
654,"Turner","Scott","male","yes",34,"Saloon","Passenger","USA","","","Lansing","","","Adult"
655,"Turton","George Henderson","male","yes",45,"Saloon","Passenger","British","","","Melbourne","","","Adult"
656,"Van straaten","Martin","male","no",49,"Saloon","Passenger","British","","","London","","","Adult"
657,"Vanderbilt","Alfred Gwynne","male","no",37,"Saloon","Passenger","USA","","Married","New York","","","Adult"
658,"Vassar","William Arthur Fisher","male","yes",44,"Saloon","Passenger","British","","","London","","","Adult"
659,"Vernon","VERNON, Mr. George Ley Pearce (Butler) (George La Page) ","male","no",45,"Saloon","Passenger","British","","Married","London","","","Adult"
660,"Waites","Martha Mattie Pinder (maid to the Burnsides)","female","no",36,"Saloon","Passenger","British","","Single","Toronto","","","Adult"
661,"Wakefield","Alfred (Alexander ?) Thomas (Mary Gertrude Smith)","female","yes",NA,"Saloon","Passenger","British","","","Honolulu","","","Adult"
662,"Walker","David (secretary to Dr. Pearson)","male","no",32,"Saloon","Passenger","USA","","","New York","","","Adult"
663,"Walker","Annie (maid to the Allans)","female","yes",30,"Saloon","Passenger","British","","Single","Montreal","","Found by Rescue Vessel","Adult"
664,"Wallace-watson","William (Florence Stancliffe)","female","no",49,"Saloon","Passenger","British","","Married","Montreal","","","Adult"
665,"Watson","Anthony (Katherine Elam)","female","no",52,"Saloon","Passenger","USA","","Married","","","","Adult"
666,"Willey","Cameron (Catherine E. Dietrich)","female","no",57,"Saloon","Passenger","USA","","Divorced","Lake Forest","","","Adult"
667,"Williams","Thomas Henry","male","no",32,"Saloon","Passenger","British","","","Liverpool","","","Adult"
668,"Williamson","Charles Francis","male","no",40,"Saloon","Passenger","USA","","Engaged","Paris","","","Adult"
669,"Winter","William Henry","male","no",28,"Saloon","Passenger","British","","","Liverpool","Found Lifeboat","","Adult"
670,"Witherbee","Alfred Scott, Jr.","male","no",3,"Saloon","Passenger","USA","","Single","New York","","","Minor"
671,"Witherbee","Alfred Scott (Beatrice Wilhemena Theodora LaTouche)","female","yes",24,"Saloon","Passenger","USA","","Married","New York","","","Adult"
672,"Withington","Lothrop","male","no",56,"Saloon","Passenger","USA","","Married","Newburyport","","","Adult"
673,"Wood","Arthur ""Al"" John","male","no",37,"Saloon","Passenger","British","","","","","","Adult"
674,"Wright","Robert Currie","male","yes",54,"Saloon","Passenger","USA","","Married","Cleveland","","","Adult"
675,"Wright","Walter","male","no",NA,"Saloon","Passenger","British","","","","","","Adult"
676,"Young","James Mason","male","no",60,"Saloon","Passenger","British","","Married","Hamilton","","","Adult"
677,"Young","James Mason (Georgina Ann Vernon)","female","no",56,"Saloon","Passenger","British","","Married","Hamilton","","","Adult"
678,"Yung","Philippe Joseph","male","yes",33,"Saloon","Passenger","Belgian","","","Antwerp","","","Adult"
679,"Abas","Philip Robert (Beatrice Sanderson)","female","no",26,"Second","Passenger","British","","Married","New York","","","Adult"
680,"Abas","Beatrice","female","no",2,"Second","Passenger","British","","Single","New York","","","Minor"
681,"Abas","Isabel","female","no",6,"Second","Passenger","British","","Single","New York","","","Minor"
682,"Abercromby","Ralph Frank","male","no",21,"Second","Passenger","British","","","Cincinnati","","","Adult"
683,"Abramowitz","Samuel","male","yes",36,"Second","Passenger","Russian","","","Paris","Found Lifeboat","Found by Rescue Vessel","Adult"
684,"Ackroyd","Frederick","male","no",3,"Second","Passenger","British","","Single","Brooklyn","","","Minor"
685,"Ackroyd","Hannah (Hannah Hardaker)","female","no",NA,"Second","Passenger","British","","Married","Brooklyn","","","Adult"
686,"Adams","Allan H.","male","yes",42,"Second","Passenger","British","","","Winnipeg","","","Adult"
687,"Adams","Albert E. (Gertrude Pollett)","female","yes",25,"Second","Passenger","British","","Married","Edmonton","","","Adult"
